,Unnamed: 0,Rkr,Player,Age,Pos,Date,Tmr,Unnamed: 8,Opp,Unnamed: 10,PTS,GSr,MPr,FG,FGA,FG%,2Pr,2PA,2P%,3Pr,3PA,3P%,FTr,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PFr,GmSc,BPM
508,508,389,Jimmy Butler,31-250,F-G,2021-05-22*,MIA,@,MIL,L,17,1,46,4,22,.182,2,13,.154,2,9,.222,7,10,.700,4,6,10,8,2,1,6,2,8.1,-3.0
509,509,390,Jae Crowder,30-328,F,2021-05-30*,PHO,@,LAL,W,17,1,35,6,12,.500,3,4,.750,3,8,.375,2,3,.667,0,7,7,4,2,1,0,3,17.0,10.9
510,510,391,Seth Curry,30-295,G,2021-06-14*,PHI,@,ATL,L,17,1,35,7,10,.700,4,4,1.000,3,6,.500,0,1,.000,0,2,2,3,0,1,2,1,13.4,6.0
511,511,392,Joel Embiid,27-090,C,2021-06-14*,PHI,@,ATL,L,17,1,36,4,20,.200,3,16,.188,1,4,.250,8,8,1.000,2,19,21,4,0,0,4,3,9.3,-4.8
512,512,393,Evan Fournier,28-211,G-F,2021-05-28*,BOS,,BRK,W,17,1,37,6,12,.500,2,5,.400,4,7,.571,1,2,.500,1,4,5,2,1,0,1,5,11.9,1.8
513,513,394,Danilo Gallinari,32-316,F,2021-06-20*,ATL,@,PHI,W,17,0,30,6,13,.462,3,6,.500,3,7,.429,2,2,1.000,1,4,5,2,1,0,1,2,12.8,7.3
514,514,395,Danilo Gallinari,32-307,F,2021-06-11*,ATL,,PHI,L,17,0,30,4,9,.444,4,5,.800,0,4,.000,9,9,1.000,0,3,3,0,0,0,0,2,12.4,1.3
515,515,396,Rudy Gobert,28-339,C,2021-05-31*,UTA,@,MEM,W,17,1,32,5,9,.556,5,9,.556,0,0,,7,9,.778,2,6,8,1,0,2,0,3,16.0,2.7
516,516,397,Rudy Gobert,28-355,C,2021-06-16*,UTA,,LAC,L,17,1,42,6,8,.750,6,8,.750,0,0,,5,8,.625,5,5,10,1,1,0,1,4,16.7,1.8
517,517,398,Blake Griffin,32-091,F,2021-06-15*,BRK,,MIL,W,17,1,29,7,11,.636,4,5,.800,3,6,.500,0,0,,0,3,3,0,0,0,0,3,11.8,2.7
518,518,399,Blake Griffin,32-095,F,2021-06-19*,BRK,,MIL,L,17,1,40,7,12,.583,4,6,.667,3,6,.500,0,0,,2,9,11,3,0,0,2,6,13.2,2.7
519,519,400,Jrue Holiday,30-358,G,2021-06-05*,MIL,@,BRK,L,17,1,37,7,19,.368,5,12,.417,2,7,.286,1,3,.333,4,5,9,6,0,0,3,1,10.8,-0.7
520,520,401,Jrue Holiday,31-026,G,2021-07-08*,MIL,@,PHO,L,17,1,39,7,21,.333,6,18,.333,1,3,.333,2,3,.667,2,3,5,7,2,2,1,4,12.7,-0.9
521,521,402,Kevin Huerter,22-295,G,2021-06-18*,ATL,,PHI,L,17,1,44,7,15,.467,5,9,.556,2,6,.333,1,2,.500,2,9,11,4,1,1,0,3,16.3,6.2
522,522,403,Reggie Jackson,31-057,G,2021-06-12*,LAC,,UTA,W,17,1,29,6,8,.750,1,2,.500,5,6,.833,0,0,,0,1,1,3,1,0,0,3,16.0,14.7
523,523,404,Romeo Langford,21-219,G,2021-06-01*,BOS,@,BRK,L,17,1,38,7,12,.583,4,5,.800,3,7,.429,0,0,,1,0,1,2,2,2,0,1,16.5,8.6
524,524,405,Brook Lopez,33-096,C,2021-07-06*,MIL,@,PHO,L,17,1,23,7,14,.500,4,9,.444,3,5,.600,0,2,.000,5,1,6,1,0,1,0,2,13.6,7.4
525,525,406,Khris Middleton,29-342,F-G,2021-07-20*,MIL,,PHO,W,17,1,41,6,13,.462,5,9,.556,1,4,.250,4,4,1.000,0,5,5,5,4,0,5,3,13.1,2.1
526,526,407,Khris Middleton,29-299,F-G,2021-06-07*,MIL,@,BRK,L,17,1,34,7,20,.350,4,12,.333,3,8,.375,0,0,,1,4,5,1,1,0,5,1,4.0,-8.6
527,527,408,Khris Middleton,29-285,F-G,2021-05-24*,MIL,,MIA,W,17,1,24,4,5,.800,1,2,.500,3,3,1.000,6,6,1.000,1,1,2,3,0,0,4,4,12.6,5.1
528,528,409,Jusuf Nurkić,26-279,C,2021-05-29*,POR,,DEN,W,17,1,27,6,8,.750,6,7,.857,0,1,.000,5,8,.625,0,6,6,1,1,2,1,3,15.3,7.0
529,529,410,Royce O'Neale,27-362,F,2021-06-02*,UTA,,MEM,W,17,1,36,7,11,.636,4,4,1.000,3,7,.429,0,0,,1,5,6,2,4,1,0,3,19.2,11.1
530,530,411,Chris Paul,36-034,G,2021-06-09*,PHO,,DEN,W,17,1,31,6,10,.600,4,8,.500,2,2,1.000,3,3,1.000,1,4,5,15,0,1,0,2,24.7,19.1
531,531,412,Norman Powell,28-009,G,2021-06-03*,POR,,DEN,L,17,1,32,6,13,.462,3,7,.429,3,6,.500,2,2,1.000,1,3,4,2,1,0,1,5,11.3,-2.1
532,532,413,Derrick Rose,32-231,G,2021-05-23*,NYK,,ATL,L,17,0,38,8,16,.500,7,12,.583,1,4,.250,0,0,,0,5,5,5,1,1,5,1,10.3,-1.5
533,533,414,Ben Simmons,24-321,G-F,2021-06-06*,PHI,,ATL,L,17,1,37,7,7,1.000,7,7,1.000,0,0,,3,10,.300,0,4,4,10,4,1,5,4,18.4,6.9
534,534,415,Marcus Smart,27-077,G,2021-05-22*,BOS,@,BRK,L,17,1,40,6,13,.462,3,5,.600,3,8,.375,2,4,.500,0,3,3,5,0,0,3,2,10.1,-1.2
535,535,416,Kemba Walker,31-017,G,2021-05-25*,BOS,@,BRK,L,17,1,30,5,11,.455,5,8,.625,0,3,.000,7,8,.875,0,3,3,7,0,0,0,1,16.3,3.0
536,536,417,Lou Williams,34-247,G,2021-07-01*,ATL,@,MIL,L,17,1,35,8,15,.533,7,11,.636,1,4,.250,0,0,,0,2,2,5,1,0,6,1,8.4,-7.4
537,537,418,Bam Adebayo,23-310,C-F,2021-05-24*,MIA,@,MIL,L,16,1,29,5,11,.455,5,11,.455,0,0,,6,9,.667,0,3,3,4,0,0,4,1,8.4,-5.1
538,538,419,Deandre Ayton,22-342,C,2021-06-30*,PHO,@,LAC,W,16,1,40,8,10,.800,8,10,.800,0,0,,0,2,.000,5,12,17,1,0,2,2,3,17.4,2.1
539,539,420,Nicolas Batum,32-186,F-G,2021-06-18*,LAC,,UTA,W,16,1,40,6,9,.667,2,3,.667,4,6,.667,0,0,,3,4,7,2,2,3,1,1,19.5,8.3
540,540,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
541,541,421,Bojan Bogdanović,32-053,G-F,2021-06-10*,UTA,,LAC,W,16,1,39,5,8,.625,2,3,.667,3,5,.600,3,4,.750,0,4,4,1,1,0,2,3,11.7,3.5
542,542,422,Mikal Bridges,24-283,G,2021-06-09*,PHO,,DEN,W,16,1,29,5,12,.417,3,4,.750,2,8,.250,4,4,1.000,1,1,2,0,0,0,0,2,9.8,-1.4
543,543,423,Bruce Brown,24-299,G,2021-06-10*,BRK,@,MIL,L,16,1,38,8,17,.471,8,15,.533,0,2,.000,0,0,,3,8,11,3,0,0,1,5,10.9,1.8
544,544,424,Jordan Clarkson,28-353,G,2021-05-26*,UTA,,MEM,W,16,0,22,4,11,.364,3,5,.600,1,6,.167,7,7,1.000,3,3,6,1,0,0,1,1,12.2,-1.9
545,545,425,Seth Curry,30-301,G,2021-06-20*,PHI,,ATL,L,16,1,31,6,10,.600,3,5,.600,3,5,.600,1,2,.500,0,2,2,2,1,1,1,5,11.7,6.8
546,546,426,Evan Fournier,28-208,G-F,2021-05-25*,BOS,@,BRK,L,16,1,27,5,9,.556,1,4,.250,4,5,.800,2,2,1.000,1,0,1,0,2,0,3,4,9.8,1.6
547,547,427,Evan Fournier,28-213,G-F,2021-05-30*,BOS,,BRK,L,16,1,28,5,15,.333,3,6,.500,2,9,.222,4,4,1.000,0,0,0,2,1,0,0,3,8.7,-8.0
548,548,428,Daniel Gafford,22-240,F,2021-05-29*,WAS,,PHI,L,16,0,22,6,8,.750,6,8,.750,0,0,,4,4,1.000,5,1,6,0,1,1,0,3,17.1,9.1
549,549,429,Danilo Gallinari,32-312,F,2021-06-16*,ATL,@,PHI,W,16,0,30,6,10,.600,3,6,.500,3,4,.750,1,2,.500,1,7,8,1,0,0,1,4,11.9,5.3
550,550,430,Danilo Gallinari,32-314,F,2021-06-18*,ATL,,PHI,L,16,0,23,5,10,.500,3,5,.600,2,5,.400,4,4,1.000,0,1,1,0,0,0,0,4,9.7,5.6
551,551,431,Aaron Gordon,25-248,F,2021-05-22*,DEN,,POR,L,16,1,28,7,16,.438,5,12,.417,2,4,.500,0,2,.000,4,4,8,1,0,1,1,2,10.4,-4.3
552,552,432,James Harden,31-295,G,2021-06-17*,BRK,@,MIL,L,16,1,40,5,9,.556,2,3,.667,3,6,.500,3,5,.600,1,4,5,7,4,0,4,4,16.1,8.6
553,553,433,Kyrie Irving,29-066,G,2021-05-28*,BRK,@,BOS,L,16,1,41,6,17,.353,4,11,.364,2,6,.333,2,2,1.000,2,4,6,2,1,0,1,4,8.9,-7.2
554,554,434,Jaren Jackson,21-253,F,2021-05-26*,MEM,@,UTA,L,16,1,31,3,6,.500,2,4,.500,1,2,.500,9,11,.818,1,2,3,1,0,1,2,4,11.3,-1.9
555,555,435,Reggie Jackson,31-042,G,2021-05-28*,LAC,@,DAL,W,16,1,34,6,12,.500,2,2,1.000,4,10,.400,0,0,,0,3,3,4,0,0,2,2,10.9,0.2
556,556,436,Nikola Jokić,26-099,C-F,2021-05-29*,DEN,@,POR,L,16,1,27,7,18,.389,6,14,.429,1,4,.250,1,2,.500,3,6,9,1,0,0,2,3,7.2,-5.8
557,557,437,Brook Lopez,33-085,C,2021-06-25*,MIL,,ATL,W,16,1,23,6,8,.750,3,3,1.000,3,5,.600,1,1,1.000,0,1,1,0,3,1,1,0,15.8,16.4
558,558,438,Robin Lopez,33-060,C,2021-05-31*,WAS,,PHI,W,16,0,19,8,11,.727,8,11,.727,0,0,,0,0,,3,2,5,0,0,2,0,0,15.6,10.5
559,559,439,Tyrese Maxey,20-226,G,2021-06-18*,PHI,@,ATL,W,16,0,29,5,12,.417,4,10,.400,1,2,.500,5,8,.625,1,6,7,1,1,1,0,1,12.9,6.4
560,560,440,Khris Middleton,29-321,F-G,2021-06-29*,MIL,@,ATL,L,16,1,36,6,17,.353,6,10,.600,0,7,.000,4,4,1.000,3,5,8,5,2,0,4,2,10.8,-1.8
561,561,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
562,562,441,Marcus Morris,31-273,F,2021-06-02*,LAC,,DAL,L,16,1,42,5,13,.385,1,5,.200,4,8,.500,2,2,1.000,1,6,7,3,2,1,0,4,14.6,4.3
563,563,442,Jusuf Nurkić,26-272,C,2021-05-22*,POR,@,DEN,W,16,1,33,7,10,.700,7,10,.700,0,0,,2,3,.667,4,8,12,5,1,0,0,4,19.5,8.9
564,564,443,Cameron Payne,26-297,G,2021-06-01*,PHO,,LAL,W,16,0,19,7,11,.636,5,7,.714,2,4,.500,0,0,,0,4,4,1,1,0,0,3,12.8,12.1
565,565,444,Bobby Portis,26-160,F,2021-07-20*,MIL,,PHO,W,16,0,23,6,10,.600,4,5,.800,2,5,.400,2,2,1.000,0,3,3,0,0,1,0,5,11.0,6.6
566,566,445,Kristaps Porziņģis,25-308,F-C,2021-06-06*,DAL,@,LAC,L,16,1,43,6,12,.500,6,7,.857,0,5,.000,4,4,1.000,1,10,11,1,2,0,0,3,15.2,0.9
567,567,446,Marcus Smart,27-085,G,2021-05-30*,BOS,,BRK,L,16,1,34,4,12,.333,2,3,.667,2,9,.222,6,7,.857,1,5,6,9,2,0,2,4,15.7,0.1
568,568,447,Russell Westbrook,32-192,G,2021-05-23*,WAS,@,PHI,L,16,1,43,7,17,.412,7,15,.467,0,2,.000,2,2,1.000,1,4,5,14,0,1,6,4,11.7,-3.4
569,569,448,Deandre Ayton,22-321,C,2021-06-09*,PHO,,DEN,W,15,1,26,6,10,.600,6,10,.600,0,0,,3,4,.750,2,8,10,0,0,0,3,2,10.0,-3.8
570,570,449,Dāvis Bertāns,28-200,F,2021-05-31*,WAS,,PHI,W,15,1,23,4,7,.571,1,1,1.000,3,6,.500,4,4,1.000,0,4,4,0,0,1,0,1,13.2,8.7
571,571,450,Bogdan Bogdanović,28-283,G,2021-05-28*,ATL,,NYK,W,15,1,39,6,12,.500,3,8,.375,3,4,.750,0,0,,1,7,8,3,1,0,1,4,12.3,2.2
572,572,451,Bojan Bogdanović,32-041,G-F,2021-05-29*,UTA,@,MEM,W,15,1,37,4,8,.500,2,5,.400,2,3,.667,5,6,.833,1,5,6,1,1,0,2,0,12.5,2.0
573,573,452,Devin Booker,24-237,G,2021-06-24*,PHO,@,LAC,L,15,1,40,5,21,.238,4,14,.286,1,7,.143,4,4,1.000,1,4,5,5,1,0,4,4,3.1,-10.0
574,574,453,Jalen Brunson,24-264,G,2021-05-22*,DAL,@,LAC,W,15,0,21,4,7,.571,4,6,.667,0,1,.000,7,8,.875,1,0,1,2,0,0,1,2,11.6,3.7
575,575,454,Reggie Bullock,30-071,G-F,2021-05-26*,NYK,,ATL,W,15,1,31,5,8,.625,1,1,1.000,4,7,.571,1,2,.500,1,3,4,1,1,0,1,3,12.1,9.2
576,576,455,Clint Capela,27-042,C,2021-06-29*,ATL,,MIL,W,15,1,28,6,7,.857,6,7,.857,0,0,,3,4,.750,2,5,7,1,1,0,1,2,14.9,6.3
577,577,456,Jordan Clarkson,29-009,G,2021-06-16*,UTA,,LAC,L,15,0,29,5,12,.417,1,3,.333,4,9,.444,1,2,.500,0,3,3,0,1,0,2,1,7.7,-1.2
578,578,457,Jordan Clarkson,28-356,G,2021-05-29*,UTA,@,MEM,W,15,0,22,5,11,.455,3,4,.750,2,7,.286,3,3,1.000,0,0,0,1,1,1,2,1,9.3,1.9
579,579,458,Pat Connaughton,28-138,G,2021-05-24*,MIL,,MIA,W,15,0,19,5,9,.556,0,0,,5,9,.556,0,0,,2,1,3,1,0,0,0,1,12.7,13.6
580,580,459,DeMarcus Cousins,30-319,C-F,2021-06-28*,LAC,@,PHO,W,15,0,11,7,12,.583,7,10,.700,0,2,.000,1,1,1.000,2,0,2,3,1,0,0,1,13.5,18.9
581,581,460,Jae Crowder,31-008,F,2021-07-14*,PHO,@,MIL,L,15,1,39,3,10,.300,0,1,.000,3,9,.333,6,7,.857,1,7,8,3,3,3,3,5,13.8,6.9
582,582,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
583,583,461,Jae Crowder,31-014,F,2021-07-20*,PHO,@,MIL,L,15,1,41,4,11,.364,2,2,1.000,2,9,.222,5,5,1.000,2,11,13,0,4,1,2,3,15.1,6.3
584,584,462,Seth Curry,30-273,G,2021-05-23*,PHI,,WAS,W,15,1,32,6,13,.462,3,4,.750,3,9,.333,0,0,,1,3,4,1,2,0,0,3,11.4,0.4
585,585,463,Seth Curry,30-279,G,2021-05-29*,PHI,@,WAS,W,15,1,27,6,11,.545,3,5,.600,3,6,.500,0,0,,0,0,0,6,1,0,0,2,14.1,8.1
586,586,464,Andre Drummond,27-288,C,2021-05-25*,LAL,@,PHO,W,15,1,24,7,11,.636,7,11,.636,0,0,,1,1,1.000,5,7,12,0,2,1,2,4,14.8,2.9
587,587,465,Rudy Gobert,28-337,C,2021-05-29*,UTA,@,MEM,W,15,1,36,7,8,.875,7,8,.875,0,0,,1,3,.333,3,11,14,0,0,4,2,5,15.6,3.6
588,588,466,Danny Green,33-341,G-F,2021-05-29*,PHI,@,WAS,W,15,1,26,5,9,.556,0,0,,5,9,.556,0,0,,1,3,4,2,0,1,0,2,13.6,11.1
589,589,467,Kevin Huerter,22-306,G,2021-06-29*,ATL,,MIL,W,15,1,36,7,15,.467,6,8,.750,1,7,.143,0,0,,2,4,6,7,1,0,0,1,15.4,3.9
590,590,468,Kevin Huerter,22-283,G,2021-06-06*,ATL,@,PHI,W,15,0,29,6,9,.667,3,3,1.000,3,6,.500,0,0,,0,5,5,4,1,0,1,3,14.2,7.6
591,591,469,De'Andre Hunter,23-182,F,2021-06-02*,ATL,@,NYK,W,15,1,35,6,11,.545,5,10,.500,1,1,1.000,2,4,.500,2,1,3,1,1,1,2,1,10.6,2.9
592,592,470,Kyrie Irving,29-063,G,2021-05-25*,BRK,,BOS,W,15,1,28,6,12,.500,5,9,.556,1,3,.333,2,2,1.000,2,4,6,6,0,1,3,2,12.7,-0.5
593,593,471,Jaren Jackson,21-260,F,2021-06-02*,MEM,@,UTA,L,15,1,29,6,11,.545,4,5,.800,2,6,.333,1,1,1.000,2,5,7,0,0,3,0,4,13.1,2.1
594,594,472,Reggie Jackson,31-044,G,2021-05-30*,LAC,@,DAL,W,15,1,31,5,12,.417,2,4,.500,3,8,.375,2,2,1.000,1,4,5,2,0,0,0,3,10.7,3.7
595,595,473,Reggie Jackson,31-051,G,2021-06-06*,LAC,,DAL,W,15,1,28,4,10,.400,1,2,.500,3,8,.375,4,4,1.000,0,1,1,1,1,0,1,2,9.8,-3.2
596,596,474,Reggie Jackson,31-039,G,2021-05-25*,LAC,,DAL,L,15,0,30,5,12,.417,2,4,.500,3,8,.375,2,2,1.000,0,3,3,2,2,0,2,0,10.9,0.4
597,597,475,Kyle Kuzma,25-312,F,2021-06-01*,LAL,@,PHO,L,15,0,23,6,13,.462,5,8,.625,1,5,.200,2,5,.400,0,1,1,0,0,0,1,2,5.6,-1.7
598,598,476,Brook Lopez,33-075,C,2021-06-15*,MIL,@,BRK,L,15,1,36,6,10,.600,3,5,.600,3,5,.600,0,0,,1,5,6,0,0,0,2,4,9.0,-0.9
599,599,477,Tyrese Maxey,20-208,G,2021-05-31*,PHI,@,WAS,L,15,0,22,6,12,.500,4,9,.444,2,3,.667,1,2,.500,0,1,1,2,1,1,1,4,9.4,3.9
600,600,478,De'Anthony Melton,23-003,G,2021-05-31*,MEM,,UTA,L,15,0,23,5,9,.556,2,3,.667,3,6,.500,2,2,1.000,1,4,5,2,0,1,0,2,13.9,10.4
601,601,479,Khris Middleton,29-317,F-G,2021-06-25*,MIL,,ATL,W,15,1,28,6,13,.462,4,6,.667,2,7,.286,1,1,1.000,2,5,7,8,1,0,2,3,14.6,6.0
602,602,480,Khris Middleton,29-315,F-G,2021-06-23*,MIL,,ATL,L,15,1,41,6,23,.261,6,14,.429,0,9,.000,3,4,.750,0,5,5,4,2,0,1,2,5.4,-9.9
603,603,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
604,604,481,Paul Millsap,36-103,F,2021-05-24*,DEN,,POR,W,15,0,15,5,8,.625,5,6,.833,0,2,.000,5,6,.833,1,6,7,3,1,0,0,2,15.8,17.8
605,605,482,Marcus Morris,31-268,F,2021-05-28*,LAC,@,DAL,W,15,1,34,6,9,.667,3,4,.750,3,5,.600,0,0,,0,1,1,1,1,0,1,6,9.7,1.3
606,606,483,Chris Paul,36-049,G,2021-06-24*,PHO,@,LAC,L,15,1,39,5,19,.263,3,12,.250,2,7,.286,3,3,1.000,0,2,2,12,3,0,2,3,12.5,2.7
607,607,484,Cameron Payne,26-292,G,2021-05-27*,PHO,@,LAL,L,15,0,27,6,11,.545,3,6,.500,3,5,.600,0,0,,1,2,3,6,4,0,4,1,14.8,14.2
608,608,485,Michael Porter,22-343,F,2021-06-07*,DEN,@,PHO,L,15,1,31,6,13,.462,3,5,.600,3,8,.375,0,0,,1,6,7,2,0,0,0,3,11.0,-1.2
609,609,486,Michael Porter,22-347,F,2021-06-11*,DEN,,PHO,L,15,1,30,5,13,.385,1,6,.167,4,7,.571,1,2,.500,2,3,5,1,2,0,3,3,8.3,0.3
610,610,487,Michael Porter,22-332,F,2021-05-27*,DEN,@,POR,W,15,1,33,5,11,.455,2,6,.333,3,5,.600,2,3,.667,1,4,5,1,1,0,3,4,7.9,-4.7
611,611,488,Bobby Portis,26-137,F,2021-06-27*,MIL,@,ATL,W,15,0,17,7,12,.583,6,9,.667,1,3,.333,0,0,,2,2,4,1,2,0,0,4,12.5,10.2
612,612,489,Norman Powell,27-364,G,2021-05-24*,POR,@,DEN,L,15,1,26,5,9,.556,5,6,.833,0,3,.000,5,6,.833,0,0,0,0,0,2,0,3,10.5,1.1
613,613,490,Julius Randle,26-178,F-C,2021-05-26*,NYK,,ATL,W,15,1,36,5,16,.313,3,9,.333,2,7,.286,3,4,.750,1,11,12,4,1,0,4,3,8.0,-0.8
614,614,491,Julius Randle,26-175,F-C,2021-05-23*,NYK,,ATL,L,15,1,36,6,23,.261,4,17,.235,2,6,.333,1,2,.500,2,10,12,4,0,0,3,2,4.3,-8.1
615,615,492,Tristan Thompson,30-073,F-C,2021-05-25*,BOS,@,BRK,L,15,1,25,7,9,.778,7,9,.778,0,0,,1,2,.500,8,3,11,0,0,1,2,3,15.1,0.8
616,616,493,Jonas Valančiūnas,29-017,C,2021-05-23*,MEM,@,UTA,W,15,1,39,7,14,.500,7,14,.500,0,0,,1,2,.500,6,6,12,3,0,1,2,5,12.4,-2.4
617,617,494,Kemba Walker,31-014,G,2021-05-22*,BOS,@,BRK,L,15,1,27,5,16,.313,2,9,.222,3,7,.429,2,2,1.000,0,1,1,2,0,0,3,4,2.9,-8.1
618,618,495,Lou Williams,34-232,G,2021-06-16*,ATL,@,PHI,W,15,0,23,7,11,.636,6,8,.750,1,3,.333,0,0,,0,2,2,3,2,0,2,3,11.6,9.1
619,619,496,Trae Young,22-279,G,2021-06-25*,ATL,@,MIL,L,15,1,28,6,16,.375,5,8,.625,1,8,.125,2,3,.667,0,2,2,3,2,0,9,0,1.5,-12.8
620,620,497,Ivica Zubac,24-098,C,2021-06-24*,LAC,,PHO,W,15,1,33,3,8,.375,3,8,.375,0,0,,9,10,.900,6,10,16,1,1,2,0,0,20.5,8.0
621,621,498,Kyle Anderson,27-245,F-G,2021-05-23*,MEM,@,UTA,W,14,1,31,5,10,.500,4,8,.500,1,2,.500,3,4,.750,1,3,4,3,6,0,1,5,15.3,10.8
622,622,499,Giannis Antetokounmpo,26-205,F-G,2021-06-29*,MIL,@,ATL,L,14,1,24,7,10,.700,7,9,.778,0,1,.000,0,3,.000,1,7,8,3,0,1,2,2,11.4,6.2
623,623,500,Carmelo Anthony,37-005,F,2021-06-03*,POR,,DEN,L,14,0,23,5,9,.556,4,6,.667,1,3,.333,3,3,1.000,0,5,5,4,0,1,2,2,11.9,3.7
624,624,501,Deandre Ayton,22-311,C,2021-05-30*,PHO,@,LAL,W,14,1,38,6,8,.750,6,8,.750,0,0,,2,5,.400,2,15,17,0,2,1,0,4,16.6,4.0
625,625,502,RJ Barrett,20-343,G-F,2021-05-23*,NYK,,ATL,L,14,1,32,6,15,.400,5,9,.556,1,6,.167,1,2,.500,2,9,11,1,0,0,0,2,9.5,-1.9
626,626,503,Will Barton,30-156,G,2021-06-11*,DEN,,PHO,L,14,0,28,6,14,.429,4,7,.571,2,7,.286,0,0,,1,6,7,3,0,0,2,1,8.8,-0.4
627,627,504,Dāvis Bertāns,28-192,F,2021-05-23*,WAS,@,PHI,L,14,0,28,5,10,.500,1,2,.500,4,8,.500,0,0,,0,5,5,1,0,1,0,3,10.7,4.5
628,628,505,Nemanja Bjelica,33-018,F,2021-05-27*,MIA,,MIL,L,14,0,18,4,6,.667,1,1,1.000,3,5,.600,3,4,.750,1,3,4,2,1,0,0,4,13.4,19.2
629,629,506,Bogdan Bogdanović,28-294,G,2021-06-08*,ATL,@,PHI,L,14,1,41,6,16,.375,4,10,.400,2,6,.333,0,0,,2,5,7,2,1,0,2,3,7.3,-4.2
630,630,507,Bojan Bogdanović,32-061,G-F,2021-06-18*,UTA,@,LAC,L,14,1,35,5,12,.417,1,4,.250,4,8,.500,0,0,,3,1,4,0,0,0,2,3,6.8,-5.2
631,631,508,Mikal Bridges,24-310,G,2021-07-06*,PHO,,MIL,W,14,1,30,5,13,.385,3,9,.333,2,4,.500,2,2,1.000,0,1,1,1,1,0,0,0,8.9,0.3
632,632,509,Mikal Bridges,24-287,G,2021-06-13*,PHO,@,DEN,W,14,1,36,6,11,.545,6,9,.667,0,2,.000,2,2,1.000,2,4,6,2,1,1,2,2,11.6,0.1
633,633,510,Mikal Bridges,24-294,G,2021-06-20*,PHO,,LAC,W,14,1,36,6,11,.545,4,5,.800,2,6,.333,0,0,,0,1,1,2,1,2,0,2,12.0,0.9
634,634,511,Bruce Brown,24-308,G,2021-06-19*,BRK,,MIL,L,14,1,52,7,9,.778,7,8,.875,0,1,.000,0,2,.000,4,2,6,2,2,1,3,4,12.6,0.8
635,635,512,Bruce Brown,24-288,G,2021-05-30*,BRK,@,BOS,W,14,0,24,6,10,.600,6,10,.600,0,0,,2,2,1.000,2,5,7,1,0,1,0,5,11.7,-4.8
636,636,513,Jalen Brunson,24-270,G,2021-05-28*,DAL,,LAC,L,14,0,22,5,8,.625,1,2,.500,4,6,.667,0,0,,0,2,2,1,0,0,0,1,11.3,10.2
637,637,514,Facundo Campazzo,30-082,G,2021-06-13*,DEN,,PHO,L,14,0,22,5,10,.500,1,3,.333,4,7,.571,0,0,,0,0,0,2,0,0,0,5,8.4,3.2
638,638,515,Facundo Campazzo,30-076,G,2021-06-07*,DEN,@,PHO,L,14,1,36,5,9,.556,2,3,.667,3,6,.500,1,1,1.000,0,4,4,6,2,0,3,4,12.5,0.1
639,639,516,Clint Capela,27-015,C,2021-06-02*,ATL,@,NYK,W,14,1,37,6,7,.857,6,7,.857,0,0,,2,2,1.000,5,10,15,0,1,2,0,3,19.2,9.5
640,640,517,Clint Capela,27-031,C,2021-06-18*,ATL,,PHI,L,14,1,38,6,10,.600,6,10,.600,0,0,,2,6,.333,3,8,11,1,0,0,1,2,11.2,0.9
641,641,518,Clint Capela,27-046,C,2021-07-03*,ATL,,MIL,L,14,1,29,7,13,.538,7,13,.538,0,0,,0,0,,7,2,9,1,1,0,2,1,12.5,-1.5
642,642,519,Jordan Clarkson,29-005,G,2021-06-12*,UTA,@,LAC,L,14,0,31,5,16,.313,1,7,.143,4,9,.444,0,0,,2,1,3,3,1,0,1,3,7.4,-3.4
643,643,520,Jordan Clarkson,28-350,G,2021-05-23*,UTA,,MEM,L,14,0,30,5,16,.313,5,8,.625,0,8,.000,4,4,1.000,0,3,3,2,0,2,4,1,4.1,-10.8
644,644,Rk,Player,Age,Pos,Date*,Tm,,Opp,,PTS,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,BPM
645,645,521,John Collins,23-270,F,2021-06-20*,ATL,@,PHI,W,14,1,41,5,6,.833,5,5,1.000,0,1,.000,4,4,1.000,3,13,16,1,1,1,2,4,16.6,4.9
646,646,522,John Collins,23-264,F,2021-06-14*,ATL,,PHI,W,14,1,37,6,15,.400,5,12,.417,1,3,.333,1,2,.500,5,7,12,1,1,1,1,3,11.3,-0.2
